State,County,Preventable Hospital Stays,PCP Number,PCP Rate,MHP Number,MHP Rate,Smoking %,Obesity %,Physical Inactivy %,Mammogram %,Flu Vaccine %,Income 80%,Income 20%,Life Expectancy
Alabama,Autauga,6650.0,26.0,47.0,16.0,29.0,20,33,31,39.0,42.0,109062.0,21425.0,77.162581316
Alabama,Baldwin,3471.0,153.0,70.0,220.0,99.0,19,30,25,43.0,46.0,116934.0,26666.0,78.213404894
Alabama,Barbour,5314.0,8.0,32.0,3.0,12.0,26,41,28,44.0,39.0,74745.0,12495.0,74.05474119
Alabama,Bibb,6690.0,12.0,54.0,6.0,27.0,23,37,33,33.0,40.0,84389.0,16869.0,73.408783662
Alabama,Blount,4440.0,12.0,21.0,10.0,17.0,23,33,33,37.0,40.0,95721.0,21618.0,74.370873779
Alabama,Bullock,5645.0,3.0,30.0,3.0,30.0,25,47,42,32.0,29.0,70400.0,12503.0,74.44035871
Alabama,Butler,8070.0,5.0,25.0,11.0,57.0,23,47,40,39.0,35.0,83270.0,16618.0,74.153846183
Alabama,Calhoun,5879.0,73.0,64.0,139.0,122.0,21,40,31,33.0,40.0,93318.0,19267.0,73.45688939
Alabama,Chambers,5784.0,14.0,42.0,1.0,3.0,23,42,29,36.0,43.0,83878.0,17480.0,75.022109614
Alabama,Cherokee,5178.0,10.0,38.0,6.0,23.0,24,38,30,35.0,50.0,84157.0,17419.0,74.47838936
Alabama,Chilton,3869.0,10.0,23.0,24.0,54.0,23,42,33,38.0,42.0,89957.0,18244.0,74.90765973
Alabama,Choctaw,5039.0,5.0,39.0,1.0,8.0,23,47,34,48.0,34.0,86909.0,14739.0,74.708876488
Alabama,Clarke,5206.0,13.0,54.0,17.0,72.0,24,36,41,36.0,30.0,90585.0,10905.0,74.563341305
Alabama,Clay,6054.0,5.0,38.0,2.0,15.0,25,37,34,36.0,44.0,87481.0,18455.0,74.899592181
Alabama,Cleburne,4838.0,3.0,20.0,8.0,54.0,24,34,26,27.0,41.0,85132.0,18074.0,74.417290324
Alabama,Coffee,4561.0,24.0,46.0,40.0,76.0,21,37,32,40.0,38.0,107986.0,22192.0,76.444139856
Alabama,Colbert,6521.0,35.0,64.0,20.0,36.0,22,37,35,40.0,47.0,90070.0,18950.0,74.625608269
Alabama,Conecuh,12212.0,5.0,41.0,7.0,58.0,26,42,43,35.0,45.0,70778.0,14655.0,73.088961569
Alabama,Covington,9451.0,18.0,49.0,26.0,70.0,23,36,37,40.0,40.0,85919.0,16811.0,73.72812936
Alabama,Crenshaw,7005.0,2.0,14.0,9.0,65.0,23,35,34,41.0,40.0,89760.0,16384.0,74.398472262
Alabama,Cullman,6117.0,44.0,53.0,124.0,148.0,23,36,34,44.0,44.0,89007.0,20280.0,74.470979069
Alabama,Dale,4863.0,10.0,20.0,47.0,96.0,21,42,32,41.0,42.0,91271.0,18874.0,75.342337684
Alabama,Dallas,7664.0,29.0,76.0,23.0,62.0,25,42,33,43.0,36.0,77570.0,13034.0,72.229068696
Alabama,DeKalb,5915.0,28.0,39.0,19.0,27.0,25,30,33,35.0,44.0,82348.0,16881.0,74.513458495
Alabama,Elmore,5677.0,21.0,26.0,18.0,22.0,19,35,25,44.0,41.0,114545.0,25965.0,76.296089576
Alabama,Escambia,7234.0,12.0,33.0,23.0,63.0,25,37,34,34.0,37.0,75568.0,14044.0,73.423349387
Alabama,Etowah,6934.0,82.0,80.0,124.0,121.0,23,36,34,28.0,38.0,89468.0,19000.0,73.325188249
Alabama,Fayette,4667.0,17.0,103.0,2.0,12.0,24,38,30,38.0,47.0,79568.0,15443.0,74.532592582
Alabama,Franklin,8158.0,14.0,45.0,2.0,6.0,23,37,37,34.0,40.0,85147.0,20457.0,74.985226415
Alabama,Geneva,5955.0,8.0,30.0,6.0,23.0,25,41,41,37.0,45.0,82768.0,15925.0,73.65541147
Alabama,Greene,6410.0,4.0,49.0,1.0,12.0,27,38,24,29.0,32.0,57140.0,9943.0,74.879106209
Alabama,Hale,6585.0,3.0,20.0,2.0,14.0,24,45,32,31.0,34.0,77708.0,12448.0,72.798168604
Alabama,Henry,4344.0,5.0,29.0,3.0,17.0,23,35,29,44.0,41.0,95722.0,19778.0,76.015677453
Alabama,Houston,4703.0,94.0,90.0,161.0,152.0,22,39,32,42.0,44.0,99190.0,19121.0,76.136650079
Alabama,Jackson,5480.0,28.0,54.0,25.0,48.0,24,36,34,44.0,44.0,82170.0,16690.0,73.967360113
Alabama,Jefferson,4558.0,717.0,109.0,1256.0,191.0,18,35,29,42.0,47.0,112597.0,21014.0,74.621732632
Alabama,Lauderdale,5141.0,46.0,50.0,146.0,157.0,20,32,27,40.0,51.0,92959.0,20437.0,76.604447514
Alabama,Lawrence,6273.0,5.0,15.0,42.0,128.0,24,33,30,38.0,40.0,95759.0,18795.0,74.090221542
Alabama,Lee,4517.0,84.0,51.0,154.0,94.0,19,31,20,36.0,45.0,107658.0,17139.0,77.87780304
Alabama,Limestone,5178.0,35.0,36.0,52.0,53.0,20,33,26,43.0,48.0,115903.0,23314.0,77.658847225
Alabama,Macon,5535.0,7.0,38.0,75.0,415.0,23,51,33,35.0,34.0,75565.0,12567.0,72.837682838
Alabama,Madison,4610.0,326.0,89.0,554.0,149.0,17,34,24,47.0,47.0,134172.0,25836.0,77.702932008
Alabama,Marengo,4088.0,9.0,47.0,7.0,37.0,23,45,33,36.0,36.0,78723.0,11304.0,72.314521374
Alabama,Marion,7801.0,10.0,34.0,5.0,17.0,24,38,33,37.0,39.0,75279.0,14965.0,74.547375931
Alabama,Marshall,5907.0,55.0,57.0,251.0,259.0,23,37,37,37.0,49.0,90703.0,19723.0,74.878237481
Alabama,Mobile,6275.0,274.0,66.0,414.0,100.0,21,38,29,37.0,42.0,96724.0,18242.0,75.234643408
Alabama,Monroe,5179.0,9.0,43.0,19.0,92.0,26,43,36,40.0,36.0,77535.0,9399.0,74.288955151
Alabama,Montgomery,5509.0,230.0,102.0,364.0,161.0,20,37,29,43.0,40.0,101999.0,19303.0,76.505525652
Alabama,Morgan,6064.0,62.0,52.0,176.0,147.0,21,36,27,40.0,45.0,99800.0,22134.0,75.327488686
Alabama,Perry,7088.0,3.0,33.0,4.0,45.0,27,47,36,39.0,24.0,52500.0,10157.0,72.336580041
Alabama,Pickens,5829.0,8.0,40.0,4.0,20.0,24,39,26,44.0,46.0,84022.0,14460.0,76.173656632
Alabama,Pike,5134.0,15.0,45.0,20.0,60.0,21,38,28,40.0,39.0,87322.0,13139.0,74.992272112
Alabama,Randolph,4395.0,5.0,22.0,5.0,22.0,23,34,34,31.0,33.0,80698.0,16752.0,73.559505359
Alabama,Russell,4479.0,15.0,26.0,27.0,47.0,22,39,32,37.0,42.0,85683.0,15543.0,73.741852181
Alabama,St. Clair,5437.0,15.0,17.0,22.0,25.0,21,37,30,38.0,43.0,104081.0,25243.0,75.529693875
Alabama,Shelby,4238.0,177.0,82.0,182.0,84.0,15,38,24,40.0,46.0,139637.0,35194.0,80.736773324
Alabama,Sumter,6414.0,7.0,55.0,2.0,16.0,23,43,33,52.0,31.0,65415.0,8878.0,73.68055114
Alabama,Talladega,5776.0,26.0,33.0,16.0,20.0,24,39,37,34.0,36.0,88559.0,17027.0,73.321251996
Alabama,Tallapoosa,4173.0,20.0,49.0,12.0,30.0,24,35,27,38.0,47.0,90134.0,16645.0,74.703383924
Alabama,Tuscaloosa,5624.0,150.0,72.0,306.0,146.0,20,36,28,44.0,46.0,107117.0,20754.0,76.66668322
Alabama,Walker,6219.0,26.0,41.0,31.0,49.0,25,39,32,46.0,42.0,90416.0,18037.0,70.532204667
Alabama,Washington,4036.0,2.0,12.0,5.0,31.0,24,32,34,35.0,28.0,89840.0,15875.0,75.655722391
Alabama,Wilcox,5373.0,3.0,28.0,1.0,10.0,26,50,35,34.0,23.0,62333.0,11513.0,70.808776123
Alabama,Winston,11361.0,10.0,42.0,3.0,13.0,25,36,36,38.0,41.0,79242.0,16612.0,74.934924658
Alaska,Anchorage,2758.0,334.0,115.0,1403.0,487.0,17,30,17,38.0,40.0,155987.0,40381.0,79.305163375
Alaska,Bethel,5053.0,19.0,104.0,427.0,2322.0,35,34,28,4.0,7.0,115286.0,20235.0,71.590551203
Alaska,Dillingham,3661.0,13.0,260.0,39.0,793.0,30,31,26,31.0,19.0,110636.0,24710.0,71.850673555
Alaska,Fairbanks North Star,2002.0,81.0,82.0,613.0,633.0,17,31,18,35.0,36.0,140932.0,37842.0,80.468358864
Alaska,Juneau,2330.0,39.0,121.0,247.0,773.0,16,26,18,38.0,46.0,151379.0,43170.0,81.050335057
Alaska,Ketchikan Gateway,3163.0,15.0,108.0,53.0,381.0,20,39,20,39.0,44.0,138900.0,31078.0,80.060373998
Alaska,Kodiak Island,2528.0,15.0,112.0,50.0,385.0,19,28,25,31.0,41.0,134570.0,40809.0,81.127671047
Alaska,Matanuska-Susitna,2398.0,53.0,49.0,213.0,197.0,20,35,20,35.0,33.0,138535.0,31062.0,79.606321619
Alaska,Nome,6041.0,10.0,100.0,91.0,910.0,34,40,20,32.0,4.0,116313.0,25331.0,70.49199159
Alaska,Sitka,4090.0,17.0,197.0,178.0,2096.0,18,26,18,33.0,39.0,122674.0,33045.0,81.315176622
Alaska,Yukon-Koyukuk,1161.0,1.0,19.0,6.0,115.0,33,31,25,33.0,27.0,84500.0,14104.0,71.981338992
Arizona,Apache,4878.0,28.0,39.0,72.0,100.0,25,35,26,24.0,36.0,72423.0,9376.0,73.099518695
Arizona,Cochise,3261.0,69.0,54.0,154.0,122.0,17,31,24,36.0,33.0,96469.0,20919.0,78.728997605
Arizona,Coconino,2392.0,117.0,82.0,304.0,212.0,17,25,17,31.0,39.0,112048.0,22585.0,79.120676202
Arizona,Gila,3142.0,21.0,39.0,38.0,70.0,23,31,27,35.0,39.0,89664.0,19263.0,74.321028719
Arizona,Graham,2483.0,20.0,53.0,16.0,41.0,20,34,23,35.0,39.0,92512.0,18509.0,77.709960944
Arizona,Greenlee,2940.0,5.0,53.0,1.0,11.0,17,30,19,29.0,29.0,104612.0,32369.0,81.003169378
Arizona,La Paz,3547.0,6.0,28.0,16.0,76.0,22,33,38,27.0,30.0,74261.0,14448.0,77.159997917
Arizona,Maricopa,2935.0,3046.0,69.0,6400.0,143.0,15,27,20,41.0,48.0,126956.0,28813.0,80.479625772
Arizona,Mohave,3749.0,111.0,53.0,152.0,72.0,25,31,32,39.0,39.0,85513.0,20682.0,76.01130638
Arizona,Navajo,3104.0,67.0,61.0,100.0,90.0,23,33,27,31.0,39.0,84804.0,14902.0,73.868616659
Arizona,Pima,2901.0,890.0,86.0,2010.0,192.0,17,25,19,47.0,48.0,105843.0,22336.0,79.508356293
Arizona,Pinal,2675.0,73.0,16.0,338.0,73.0,19,34,28,39.0,44.0,104232.0,25869.0,82.577098443
Arizona,Santa Cruz,2118.0,22.0,47.0,16.0,34.0,16,30,18,34.0,35.0,85592.0,18208.0,83.085555066
Arizona,Yavapai,2210.0,137.0,59.0,450.0,191.0,18,24,23,42.0,43.0,97703.0,23499.0,78.973916516
Arizona,Yuma,3210.0,96.0,45.0,126.0,59.0,17,38,24,35.0,39.0,88818.0,20160.0,82.945159621
Arkansas,Arkansas,4981.0,9.0,51.0,19.0,109.0,25,35,39,34.0,43.0,88982.0,15200.0,74.240543443
Arkansas,Ashley,6294.0,8.0,40.0,15.0,76.0,26,42,45,34.0,43.0,88804.0,16507.0,75.020872845
Arkansas,Baxter,5268.0,31.0,74.0,116.0,277.0,24,31,30,49.0,49.0,78496.0,21357.0,77.042601504
Arkansas,Benton,3012.0,164.0,60.0,640.0,229.0,19,31,23,44.0,53.0,129246.0,31060.0,79.907808714
Arkansas,Boone,4058.0,28.0,75.0,49.0,131.0,25,29,32,40.0,46.0,85677.0,21997.0,76.698365553
Arkansas,Bradley,4926.0,6.0,55.0,3.0,28.0,25,31,37,31.0,52.0,85500.0,17308.0,72.968701168
Arkansas,Carroll,2799.0,15.0,53.0,23.0,81.0,22,30,34,36.0,46.0,86349.0,19770.0,76.602019686
Arkansas,Chicot,8130.0,11.0,105.0,60.0,593.0,26,41,35,37.0,28.0,73438.0,12162.0,72.717985278
Arkansas,Clark,3367.0,10.0,45.0,62.0,278.0,21,26,39,38.0,48.0,84870.0,18430.0,76.357827799
Arkansas,Clay,3908.0,1.0,7.0,12.0,82.0,28,37,35,33.0,33.0,73131.0,13947.0,72.845085098
Arkansas,Cleburne,3801.0,15.0,60.0,28.0,112.0,25,34,33,40.0,46.0,84427.0,21850.0,75.674856624
Arkansas,Columbia,4816.0,14.0,59.0,44.0,188.0,25,44,37,37.0,48.0,80126.0,14071.0,75.450612527
Arkansas,Conway,3886.0,14.0,67.0,56.0,269.0,25,40,34,30.0,31.0,85789.0,18312.0,74.844756795
Arkansas,Craighead,5659.0,125.0,115.0,415.0,376.0,22,39,33,44.0,53.0,96554.0,20441.0,76.986212477
Arkansas,Crawford,4683.0,25.0,39.0,30.0,47.0,24,39,29,38.0,47.0,90203.0,21281.0,77.029081903
Arkansas,Crittenden,4326.0,15.0,31.0,108.0,225.0,24,37,39,39.0,41.0,87108.0,18040.0,72.813195627
Arkansas,Cross,7648.0,6.0,36.0,16.0,97.0,26,42,37,27.0,44.0,90930.0,20559.0,72.8358131
Arkansas,Dallas,5325.0,1.0,14.0,20.0,285.0,25,40,47,33.0,36.0,70960.0,14557.0,75.436819476
Arkansas,Desha,9375.0,5.0,43.0,7.0,62.0,28,48,35,30.0,41.0,66820.0,14476.0,72.829084512
Arkansas,Drew,7770.0,12.0,65.0,114.0,626.0,24,35,32,29.0,45.0,96306.0,15736.0,75.367946669
Arkansas,Faulkner,4169.0,67.0,54.0,190.0,151.0,21,37,27,37.0,50.0,105604.0,21322.0,76.670167275
Arkansas,Franklin,3937.0,5.0,28.0,1.0,6.0,27,42,33,36.0,48.0,82008.0,14504.0,74.94456805
Arkansas,Fulton,6539.0,7.0,57.0,6.0,48.0,28,32,33,39.0,40.0,71036.0,16216.0,74.152547283
Arkansas,Garland,4582.0,86.0,87.0,271.0,273.0,23,29,29,39.0,56.0,88905.0,18932.0,75.048355012
Arkansas,Grant,5009.0,2.0,11.0,19.0,104.0,23,34,38,37.0,56.0,110200.0,21578.0,76.643220314
Arkansas,Greene,6972.0,25.0,55.0,91.0,201.0,25,38,35,41.0,50.0,91189.0,21079.0,74.711333592
Arkansas,Hempstead,5675.0,5.0,23.0,21.0,98.0,25,32,32,38.0,41.0,85191.0,20651.0,75.858747677
Arkansas,Hot Spring,4879.0,7.0,21.0,66.0,195.0,25,35,31,34.0,56.0,85199.0,19422.0,73.981931414
Arkansas,Howard,4836.0,7.0,52.0,13.0,98.0,25,43,42,33.0,46.0,82464.0,16591.0,73.586282316
Arkansas,Independence,4943.0,29.0,77.0,70.0,185.0,25,30,33,34.0,51.0,82876.0,19944.0,76.974553722
Arkansas,Izard,6524.0,4.0,29.0,8.0,59.0,25,32,29,31.0,38.0,81345.0,20052.0,74.381098245
Arkansas,Jackson,7089.0,7.0,42.0,14.0,84.0,28,39,27,34.0,53.0,73660.0,15583.0,73.743908542
Arkansas,Jefferson,5715.0,42.0,62.0,153.0,229.0,25,43,33,35.0,42.0,80795.0,15669.0,73.476415223
Arkansas,Johnson,4388.0,14.0,52.0,71.0,267.0,26,40,31,32.0,49.0,74450.0,16890.0,75.885901231
Arkansas,Lafayette,4294.0,2.0,30.0,4.0,60.0,25,46,32,34.0,30.0,79685.0,12995.0,76.016871185
Arkansas,Lawrence,6543.0,5.0,30.0,32.0,195.0,26,38,27,33.0,29.0,76509.0,18478.0,73.919188793
Arkansas,Lee,7185.0,1.0,11.0,1.0,11.0,29,41,32,35.0,35.0,78271.0,11443.0,74.585202584
Arkansas,Lincoln,7489.0,1.0,7.0,20.0,154.0,27,45,37,34.0,45.0,84114.0,17221.0,74.413448518
Arkansas,Little River,5488.0,3.0,24.0,2.0,16.0,24,34,35,42.0,49.0,89676.0,17914.0,74.697819562
Arkansas,Logan,4692.0,4.0,18.0,4.0,19.0,26,30,37,34.0,33.0,74887.0,19630.0,74.083141524
Arkansas,Lonoke,4482.0,14.0,19.0,43.0,59.0,22,41,31,36.0,52.0,107391.0,25281.0,75.354414788
Arkansas,Madison,4153.0,4.0,24.0,25.0,151.0,26,31,30,33.0,43.0,87420.0,17987.0,74.273776712
Arkansas,Marion,4589.0,2.0,12.0,2.0,12.0,26,27,30,41.0,37.0,69860.0,15405.0,74.823718074
Arkansas,Miller,5572.0,31.0,71.0,109.0,252.0,25,39,32,38.0,46.0,93598.0,17294.0,74.225423323
Arkansas,Mississippi,7728.0,18.0,44.0,49.0,121.0,27,43,36,34.0,45.0,85976.0,17044.0,71.2615432
Arkansas,Monroe,4403.0,3.0,43.0,1.0,15.0,28,44,33,32.0,27.0,80836.0,13565.0,69.712170194
Arkansas,Montgomery,4099.0,2.0,22.0,2.0,22.0,27,24,27,27.0,31.0,71400.0,16546.0,77.540870322
Arkansas,Nevada,5053.0,3.0,36.0,7.0,85.0,25,43,46,36.0,40.0,67534.0,15438.0,75.642356981
Arkansas,Ouachita,4486.0,12.0,51.0,40.0,171.0,25,41,34,33.0,50.0,76797.0,14908.0,73.615186707
Arkansas,Phillips,7190.0,10.0,55.0,11.0,62.0,27,45,36,30.0,26.0,73141.0,12143.0,71.138756446
Arkansas,Pike,5705.0,3.0,28.0,3.0,28.0,25,29,32,27.0,33.0,82078.0,19672.0,75.915468652
Arkansas,Poinsett,6855.0,4.0,17.0,67.0,285.0,28,41,33,40.0,46.0,73400.0,17580.0,71.40278531
Arkansas,Polk,4610.0,15.0,75.0,18.0,90.0,25,36,30,28.0,36.0,72557.0,16276.0,75.512724714
Arkansas,Pope,4864.0,40.0,63.0,146.0,228.0,23,35,29,35.0,48.0,92558.0,18660.0,77.311019378
Arkansas,Prairie,5202.0,1.0,12.0,2.0,25.0,25,36,50,37.0,33.0,84162.0,18462.0,77.042587251
Arkansas,Pulaski,4072.0,469.0,119.0,1756.0,448.0,19,34,27,39.0,53.0,109250.0,21899.0,76.304808987
Arkansas,Randolph,5743.0,11.0,61.0,15.0,84.0,27,33,37,33.0,45.0,72934.0,17828.0,73.937065433
Arkansas,St. Francis,5218.0,12.0,47.0,83.0,332.0,27,48,31,39.0,42.0,70886.0,12526.0,75.201517158
Arkansas,Saline,4637.0,56.0,46.0,166.0,136.0,20,30,26,34.0,55.0,115120.0,30938.0,77.323287883
Arkansas,Scott,4796.0,2.0,19.0,3.0,29.0,28,38,38,32.0,41.0,66345.0,14564.0,74.98565203
Arkansas,Searcy,4848.0,2.0,25.0,17.0,216.0,28,25,30,42.0,21.0,68660.0,15971.0,75.902017603
Arkansas,Sebastian,4654.0,162.0,127.0,459.0,359.0,24,35,31,42.0,49.0,89992.0,20401.0,76.224024169
Arkansas,Sevier,4804.0,8.0,47.0,9.0,53.0,25,33,36,37.0,51.0,90629.0,19641.0,76.542936883
Arkansas,Sharp,4942.0,4.0,23.0,37.0,212.0,29,41,39,33.0,38.0,66689.0,15742.0,74.840214739
Arkansas,Stone,5178.0,6.0,48.0,13.0,104.0,28,41,35,30.0,51.0,73965.0,14845.0,76.58291232
Arkansas,Union,4262.0,23.0,59.0,71.0,184.0,23,35,38,33.0,46.0,95896.0,16981.0,72.712737482
Arkansas,Van Buren,3600.0,4.0,24.0,16.0,97.0,26,37,28,40.0,36.0,79506.0,16849.0,75.856502339
Arkansas,Washington,3525.0,183.0,77.0,905.0,378.0,21,32,26,42.0,51.0,103276.0,21998.0,78.277980281
Arkansas,White,5912.0,41.0,52.0,153.0,194.0,24,33,35,33.0,51.0,91203.0,19129.0,75.804552504
Arkansas,Woodruff,6396.0,3.0,46.0,4.0,63.0,27,33,38,34.0,28.0,83273.0,12857.0,73.028440932
Arkansas,Yell,8194.0,11.0,51.0,5.0,23.0,25,37,36,30.0,38.0,85538.0,20955.0,74.896342979
California,Alameda,3023.0,1835.0,110.0,10826.0,648.0,11,22,15,37.0,46.0,196571.0,38001.0,83.076697263
California,Amador,2802.0,25.0,63.0,96.0,241.0,16,30,24,42.0,47.0,116042.0,26361.0,80.480824812
California,Butte,4748.0,140.0,61.0,1571.0,717.0,17,30,23,40.0,40.0,110060.0,20269.0,77.918689419
California,Calaveras,2536.0,19.0,42.0,76.0,166.0,16,28,27,42.0,42.0,120885.0,28830.0,79.586577113
California,Colusa,4095.0,6.0,28.0,36.0,167.0,16,39,26,33.0,45.0,104097.0,24039.0,79.861198843
California,Contra Costa,3222.0,1190.0,103.0,4044.0,351.0,11,25,16,40.0,48.0,196326.0,41345.0,82.511618398
California,Del Norte,2997.0,17.0,61.0,119.0,428.0,19,34,33,29.0,38.0,93442.0,18552.0,76.445154574
California,El Dorado,3131.0,150.0,79.0,667.0,346.0,13,26,18,41.0,48.0,161711.0,33761.0,82.322915574
California,Fresno,3839.0,666.0,67.0,3736.0,374.0,16,33,23,38.0,44.0,110629.0,21710.0,78.886867336
California,Glenn,5079.0,4.0,14.0,31.0,109.0,17,34,21,36.0,35.0,96257.0,19138.0,77.787796822
California,Humboldt,2961.0,87.0,64.0,655.0,483.0,17,25,16,28.0,40.0,98646.0,19669.0,77.131811707
California,Imperial,3614.0,45.0,25.0,276.0,152.0,16,33,27,32.0,32.0,100019.0,16740.0,81.937947169
California,Inyo,2118.0,20.0,111.0,84.0,466.0,15,27,27,33.0,39.0,107279.0,27552.0,78.899094622
California,Kern,4466.0,439.0,49.0,1823.0,203.0,17,31,25,34.0,40.0,109496.0,22297.0,77.483113967
California,Kings,4114.0,56.0,37.0,314.0,205.0,17,34,24,32.0,37.0,106045.0,25833.0,79.693967376
California,Lake,3652.0,28.0,43.0,236.0,367.0,18,22,23,30.0,30.0,96832.0,19690.0,74.611127711
California,Lassen,3561.0,9.0,29.0,93.0,304.0,18,33,34,32.0,33.0,108421.0,24975.0,78.964863884
California,Los Angeles,4053.0,7412.0,73.0,36404.0,363.0,13,22,17,33.0,39.0,141150.0,26411.0,82.400883247
California,Madera,3386.0,71.0,45.0,257.0,163.0,17,37,30,36.0,37.0,111480.0,25665.0,79.735778657
California,Marin,2101.0,376.0,145.0,2023.0,782.0,10,18,13,43.0,50.0,247932.0,42948.0,85.448621203
California,Mariposa,2908.0,5.0,29.0,50.0,291.0,16,16,18,38.0,30.0,94000.0,20707.0,80.531207983
California,Mendocino,2805.0,77.0,88.0,582.0,671.0,17,30,16,34.0,30.0,101775.0,21346.0,79.480270644
California,Merced,5004.0,124.0,45.0,524.0,189.0,16,33,27,37.0,43.0,103931.0,22988.0,79.233409832
California,Modoc,3327.0,6.0,68.0,30.0,339.0,19,26,24,34.0,18.0,82839.0,20207.0,77.935599479
California,Mono,2297.0,10.0,70.0,29.0,201.0,14,29,14,40.0,43.0,108900.0,37638.0,101.59824551
California,Monterey,3162.0,274.0,63.0,1661.0,383.0,14,25,19,37.0,45.0,136456.0,32439.0,82.667117922
California,Napa,2795.0,132.0,95.0,795.0,577.0,12,24,18,42.0,44.0,173367.0,39526.0,81.979674825
California,Nevada,2285.0,70.0,70.0,856.0,858.0,14,18,14,42.0,47.0,133318.0,27873.0,81.330932135
California,Orange,2832.0,3147.0,99.0,9227.0,291.0,11,20,15,40.0,48.0,175699.0,37557.0,83.209969981
California,Placer,1991.0,483.0,123.0,1252.0,314.0,12,20,14,46.0,49.0,166488.0,36560.0,82.402992492
California,Plumas,3911.0,15.0,80.0,56.0,298.0,16,24,23,38.0,24.0,108400.0,24251.0,78.724562253
California,Riverside,3564.0,1054.0,43.0,5364.0,217.0,14,28,20,34.0,39.0,130021.0,27335.0,80.907567459
California,Sacramento,3603.0,1338.0,87.0,5989.0,386.0,14,30,20,37.0,44.0,131065.0,27600.0,79.584644971
California,San Benito,3349.0,18.0,29.0,71.0,113.0,13,36,26,39.0,49.0,152368.0,40157.0,81.886482553
California,San Bernardino,4170.0,1278.0,59.0,5290.0,243.0,15,31,22,30.0,32.0,120734.0,26740.0,78.804411575
California,San Diego,2974.0,2691.0,80.0,13332.0,399.0,13,20,15,35.0,42.0,153988.0,32742.0,82.235591206
California,San Francisco,2921.0,1405.0,159.0,8135.0,923.0,11,17,15,33.0,40.0,239839.0,33838.0,84.03327711
California,San Joaquin,3599.0,450.0,60.0,1887.0,248.0,15,36,26,35.0,44.0,127725.0,26917.0,78.564748267
California,San Luis Obispo,2170.0,233.0,82.0,1787.0,631.0,14,29,16,44.0,50.0,143093.0,30777.0,81.676734505
California,San Mateo,1880.0,805.0,105.0,3002.0,392.0,10,23,16,43.0,49.0,248728.0,49959.0,85.03818121
California,Santa Barbara,1991.0,335.0,75.0,2462.0,551.0,13,24,14,44.0,48.0,150975.0,32291.0,81.999621756
California,Santa Clara,2829.0,2015.0,104.0,7043.0,365.0,10,20,16,39.0,51.0,241085.0,48516.0,84.932047668
California,Santa Cruz,2490.0,278.0,101.0,2197.0,804.0,13,19,11,44.0,51.0,173757.0,31221.0,82.882735003
California,Shasta,2890.0,135.0,75.0,697.0,387.0,17,27,17,38.0,42.0,108446.0,22168.0,76.21531109
California,Sierra,2310.0,1.0,33.0,5.0,166.0,16,19,26,35.0,21.0,116353.0,20145.0,81.534648944
California,Siskiyou,2659.0,31.0,71.0,194.0,446.0,18,35,25,39.0,32.0,91754.0,20032.0,76.460847574
California,Solano,3339.0,377.0,84.0,1726.0,386.0,14,29,22,33.0,39.0,147777.0,36257.0,80.169552756
California,Sonoma,2599.0,518.0,104.0,2397.0,485.0,13,24,16,41.0,47.0,153930.0,35722.0,82.16395457
California,Stanislaus,4480.0,356.0,65.0,1202.0,218.0,16,32,23,36.0,44.0,116540.0,26490.0,78.243287632
California,Sutter,3919.0,76.0,79.0,341.0,352.0,16,30,30,38.0,52.0,116410.0,25718.0,78.934309319
California,Tehama,3837.0,30.0,47.0,112.0,172.0,18,35,28,39.0,35.0,91412.0,19202.0,76.474050565
California,Trinity,2132.0,3.0,24.0,53.0,431.0,19,29,22,38.0,39.0,80029.0,17668.0,75.42702696
California,Tulare,3923.0,198.0,43.0,1316.0,282.0,18,37,26,34.0,43.0,102769.0,20912.0,78.668016976
California,Tuolumne,2220.0,43.0,79.0,113.0,207.0,16,30,22,42.0,45.0,118369.0,24156.0,78.674723149
California,Ventura,3067.0,665.0,78.0,3354.0,396.0,12,20,18,38.0,48.0,165716.0,38748.0,82.528663168
California,Yolo,2454.0,268.0,122.0,813.0,369.0,14,24,15,37.0,50.0,147060.0,25009.0,81.69288804
California,Yuba,5032.0,18.0,23.0,177.0,225.0,17,29,32,32.0,42.0,110141.0,24495.0,75.698598012
Colorado,Adams,2997.0,236.0,46.0,1803.0,348.0,18,29,19,35.0,47.0,125794.0,34026.0,79.40075481
Colorado,Alamosa,3275.0,13.0,78.0,236.0,1454.0,19,31,21,31.0,43.0,78827.0,17346.0,75.996287778
Colorado,Arapahoe,2913.0,525.0,81.0,2471.0,376.0,15,23,16,45.0,53.0,143135.0,36928.0,81.300882915
Colorado,Archuleta,1967.0,11.0,80.0,22.0,157.0,15,24,12,40.0,34.0,93793.0,23830.0,82.326431576
Colorado,Baca,7826.0,3.0,84.0,1.0,28.0,22,31,28,32.0,26.0,76780.0,16603.0,79.226182326
Colorado,Boulder,2452.0,393.0,121.0,2410.0,739.0,13,14,9,45.0,55.0,167489.0,32806.0,82.846675967
Colorado,Broomfield,1889.0,68.0,98.0,117.0,166.0,12,20,12,50.0,58.0,172707.0,45446.0,82.761108461
Colorado,Chaffee,2117.0,18.0,90.0,41.0,201.0,17,16,16,38.0,46.0,108617.0,23932.0,82.683446324
Colorado,Clear Creek,1411.0,1.0,10.0,4.0,41.0,14,21,14,34.0,51.0,119857.0,31875.0,82.723899052
